ingredient_class_count,ingredient_class_diversity,largest_ingredient_class_share,inggrp_meat_poultry_count,inggrp_seafood_count,inggrp_dairy_count,inggrp_eggs_count,inggrp_vegetables_count,inggrp_fruit_count,inggrp_grains_starches_count,inggrp_legumes_soy_count,inggrp_nuts_seeds_count,inggrp_herbs_spices_seasonings_count,inggrp_oils_fats_count,inggrp_sweeteners_chocolate_count,inggrp_sauces_condiments_count,inggrp_baking_additives_count,inggrp_beverages_alcohol_broth_count,prep_minutes,cook_minutes,total_minutes,log_prep_minutes,log_cook_minutes,log_total_minutes,description_word_count,title_word_count,direction_step_count,category_count,cuisine_count,ingredients_per_step,steps_per_ingredient,total_minutes_per_ingredient,description_words_per_step,publication_year,publication_month,carbs,fat,protein,log_calories,log_carbs,protein_per_calorie,fat_per_calorie,carbs_per_calorie,calories_per_ingredient,rating_count,log_rating_count,inggrp_meat_poultry_present,inggrp_seafood_present,inggrp_dairy_present,inggrp_eggs_present,inggrp_vegetables_present,inggrp_fruit_present,inggrp_grains_starches_present,inggrp_legumes_soy_present,inggrp_nuts_seeds_present,inggrp_herbs_spices_seasonings_present,inggrp_oils_fats_present,inggrp_sweeteners_chocolate_present,inggrp_sauces_condiments_present,inggrp_baking_additives_present,inggrp_beverages_alcohol_broth_present,ing_all_purpose_flour,ing_baking_powder,ing_baking_soda,ing_beef,ing_black_pepper,ing_brown_sugar,ing_butter,ing_carrot,ing_cayenne_pepper,ing_celery,ing_cheddar_cheese,ing_chicken_broth,ing_chili_powder,ing_cilantro,ing_cinnamon,ing_clove,ing_confectioners_sugar,ing_cooking_spray,ing_cornstarch,ing_cumin,ing_dried_oregano,ing_egg,ing_freshly_black_pepper,ing_garlic,ing_garlic_powder,ing_ginger,ing_green_bell_pepper,ing_green_onion,ing_heavy_cream,ing_honey,ing_kosher_salt,ing_large_egg,ing_lemon_juice,ing_mayonnaise,ing_milk,ing_mozzarella_cheese,ing_nutmeg,ing_olive_oil,ing_onion,ing_onion_powder,ing_packed_brown_sugar,ing_paprika,ing_parmesan_cheese,ing_parsley,ing_pecan,ing_red_bell_pepper,ing_red_pepper_flake,ing_salt,ing_salt_and_black_pepper,ing_salt_and_freshly_black_pepper,ing_salt_and_pepper,ing_sour_cream,ing_soy_sauce,ing_unsalted_butter,ing_vanilla_extract,ing_vegetable_oil,ing_walnut,ing_water,ing_white_sugar,ing_worcestershire_sauce,src_diwali,src_apple_pie,src_butternut_squash_soups,src_cheese_balls,src_fettuccini,src_allrecipes_allstar_recipes,src_beef_stews,src_fajitas,src_omelets,src_canning_and_preserving,src_chicken_noodle_soups,src_chicken_teriyaki,src_chinese,src_chocolate_chip_cookies,src_deviled_eggs
6,0.6666666666666666,0.2222222222222222,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,30.0,75.0,3.4339872044851463,3.4339872044851463,4.330733340286331,24,4,4,1,1,2.25,0.4444444444444444,8.333333333333334,6.0,1998,12,83.0,13.0,8.0,6.144185634125646,4.430816798843313,0.017204301075268817,0.02795698924731183,0.17849462365591398,51.666666666666664,12.0,2.5649493574615367,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.625,0.375,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,30.0,60.0,90.0,3.4339872044851463,4.110873864173311,4.51085950651685,24,5,5,1,1,1.6,0.625,11.25,4.8,2020,6,61.0,23.0,4.0,6.12029741895095,4.127134385045092,0.00881057268722467,0.05066079295154185,0.1343612334801762,56.75,389.0,5.966146739123692,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.5789473684210527,0.21052631578947367,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,10.0,30.0,40.0,2.3978952727983707,3.4339872044851463,3.713572066704308,52,7,8,1,1,2.375,0.42105263157894735,2.1052631578947367,6.5,2026,1,31.0,46.0,46.0,6.569481420414296,3.4657359027997265,0.06460674157303371,0.06460674157303371,0.04353932584269663,37.473684210526315,6.0,1.9459101490553132,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.4117647058823529,0.5294117647058824,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,20.0,65.0,85.0,3.044522437723423,4.189654742026425,4.454347296253507,24,4,2,1,2,8.5,0.11764705882352941,5.0,12.0,2019,4,25.0,36.0,26.0,6.251903883165888,3.258096538021482,0.05019305019305019,0.0694980694980695,0.04826254826254826,30.470588235294116,6.0,1.9459101490553132,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0.5555555555555556,0.2222222222222222,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,3.0,20.0,50.0,105.0,3.044522437723423,3.9318256327243257,4.663439094112067,41,3,13,2,1,1.3846153846153846,0.7222222222222222,5.833333333333333,3.1538461538461537,2024,2,26.0,22.0,23.0,5.978885764901122,3.295836866004329,0.0583756345177665,0.05583756345177665,0.06598984771573604,21.88888888888889,19.0,2.995732273553991,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,10.0,360.0,410.0,2.3978952727983707,5.8888779583328805,6.018593214496234,27,6,6,1,1,2.0,0.5,34.166666666666664,4.5,2020,3,29.0,16.0,22.0,5.8377304471659395,3.4011973816621555,0.06432748538011696,0.04678362573099415,0.0847953216374269,28.5,116.0,4.762173934797756,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.7272727272727273,0.2727272727272727,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,10.0,30.0,40.0,2.3978952727983707,3.4339872044851463,3.713572066704308,22,3,3,1,1,3.6666666666666665,0.2727272727272727,3.6363636363636362,7.333333333333333,2020,6,53.0,12.0,10.0,5.8944028342648505,3.9889840465642745,0.027624309392265192,0.03314917127071823,0.1464088397790055,32.90909090909091,21.0,3.091042453358316,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6363636363636364,0.36363636363636365,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,15.0,20.0,215.0,2.772588722239781,3.044522437723423,5.375278407684165,21,3,5,1,1,2.2,0.45454545454545453,19.545454545454547,4.2,2019,4,15.0,54.0,34.0,6.517671272912275,2.772588722239781,0.05029585798816568,0.07988165680473373,0.022189349112426034,61.45454545454545,469.0,6.152732694704104,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8333333333333334,0.3333333333333333,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,40.0,50.0,2.3978952727983707,3.713572066704308,3.9318256327243257,25,3,2,1,1,3.0,0.3333333333333333,8.333333333333334,12.5,2019,4,65.0,53.0,28.0,6.759255270663693,4.189654742026425,0.032520325203252036,0.06155632984901278,0.07549361207897794,143.5,45.0,3.828641396489095,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.42857142857142855,0.42857142857142855,2.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,10.0,50.0,60.0,2.3978952727983707,3.9318256327243257,4.110873864173311,36,4,4,3,1,3.5,0.2857142857142857,4.285714285714286,9.0,2025,3,22.0,22.0,21.0,5.883322388488279,3.1354942159291497,0.05865921787709497,0.061452513966480445,0.061452513966480445,25.571428571428573,15.0,2.772588722239781,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,,190.0,2.3978952727983707,,5.25227342804663,24,1,3,1,1,2.0,0.5,31.666666666666668,8.0,2007,5,48.0,1.0,3.0,5.365976015021851,3.8918202981106265,0.014084507042253521,0.004694835680751174,0.22535211267605634,35.5,556.0,6.322565239927284,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.7272727272727273,0.36363636363636365,1.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,30.0,50.0,570.0,3.4339872044851463,3.9318256327243257,6.3473892096560105,24,2,4,1,2,2.75,0.36363636363636365,51.81818181818182,6.0,2019,4,31.0,31.0,26.0,6.238324625039508,3.4657359027997265,0.050880626223091974,0.060665362035225046,0.060665362035225046,46.45454545454545,306.0,5.726847747587197,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.4,0.5,2.0,0.0,3.0,0.0,10.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,20.0,25.0,45.0,3.044522437723423,3.258096538021482,3.828641396489095,25,6,9,2,1,2.2222222222222223,0.45,2.25,2.7777777777777777,2023,4,31.0,53.0,69.0,6.748759547491679,3.4657359027997265,0.08098591549295775,0.062206572769953054,0.036384976525821594,42.6,11.0,2.4849066497880004,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6363636363636364,0.45454545454545453,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,15.0,15.0,30.0,2.772588722239781,2.772588722239781,3.4339872044851463,37,4,1,1,1,11.0,0.09090909090909091,2.727272727272727,37.0,2019,4,24.0,3.0,8.0,4.962844630259907,3.2188758248682006,0.056338028169014086,0.02112676056338028,0.16901408450704225,12.909090909090908,435.0,6.077642243349034,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.5714285714285714,0.2857142857142857,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,45.0,,45.0,3.828641396489095,,3.828641396489095,25,4,3,1,1,2.3333333333333335,0.42857142857142855,6.428571428571429,8.333333333333334,2020,3,1.0,4.0,12.0,4.543294782270004,0.6931471805599453,0.12903225806451613,0.043010752688172046,0.010752688172043012,13.285714285714286,68.0,4.23410650459726,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.8181818181818182,0.36363636363636365,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,4.0,15.0,60.0,120.0,2.772588722239781,4.110873864173311,4.795790545596741,24,4,8,1,1,1.375,0.7272727272727273,10.909090909090908,3.0,2020,6,29.0,8.0,4.0,5.303304908059076,3.4011973816621555,0.02,0.04,0.145,18.181818181818183,90.0,4.51085950651685,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.75,0.375,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,20.0,35.0,2.772588722239781,3.044522437723423,3.58351893845611,27,4,5,1,1,1.6,0.625,4.375,5.4,2018,6,26.0,7.0,12.0,5.365976015021851,3.295836866004329,0.056338028169014086,0.03286384976525822,0.12206572769953052,26.625,19.0,2.995732273553991,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5384615384615384,0.46153846153846156,2.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,15.0,30.0,45.0,2.772588722239781,3.4339872044851463,3.828641396489095,31,7,5,3,1,2.6,0.38461538461538464,3.4615384615384617,6.2,2024,12,53.0,43.0,28.0,6.56244409369372,3.9889840465642745,0.039603960396039604,0.06082036775106082,0.07496463932107496,54.38461538461539,4.0,1.6094379124341003,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.625,0.375,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,20.0,,20.0,3.044522437723423,,3.044522437723423,23,2,5,1,1,1.6,0.625,2.5,4.6,2020,6,14.0,4.0,3.0,4.553876891600541,2.70805020110221,0.031914893617021274,0.0425531914893617,0.14893617021276595,11.75,122.0,4.812184355372417,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.2,0.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,15.0,1.791759469228055,2.3978952727983707,2.772588722239781,24,4,2,1,0,2.5,0.4,3.0,12.0,2000,8,12.0,1.0,5.0,4.356708826689592,2.5649493574615367,0.06493506493506493,0.012987012987012988,0.15584415584415584,15.4,21.0,3.091042453358316,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7,0.5,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,10.0,3000.0,3025.0,2.3978952727983707,8.006700845440367,8.014996894348302,20,3,3,1,0,3.3333333333333335,0.3,302.5,6.666666666666667,2018,6,16.0,5.0,22.0,5.272999558563747,2.833213344056216,0.1134020618556701,0.02577319587628866,0.08247422680412371,19.4,137.0,4.927253685157205,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,20.0,15.0,100.0,3.044522437723423,2.772588722239781,4.61512051684126,8,3,5,2,1,1.8,0.5555555555555556,11.11111111111111,1.6,2020,6,30.0,2.0,4.0,5.0689042022202315,3.4339872044851463,0.02531645569620253,0.012658227848101266,0.189873417721519,17.555555555555557,42.0,3.7612001156935624,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.0,0.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,180.0,215.0,2.772588722239781,5.198497031265826,5.375278407684165,20,4,5,1,1,0.8,1.25,53.75,4.0,2021,8,2.0,40.0,29.0,6.184148890937483,1.0986122886681098,0.05991735537190083,0.08264462809917356,0.004132231404958678,121.0,5.0,1.791759469228055,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.7142857142857143,0.42857142857142855,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,70.0,3.4339872044851463,3.713572066704308,4.2626798770413155,28,5,3,1,1,2.3333333333333335,0.42857142857142855,10.0,9.333333333333334,1999,2,40.0,9.0,20.0,5.7745515455444085,3.713572066704308,0.06230529595015576,0.028037383177570093,0.12461059190031153,45.857142857142854,275.0,5.62040086571715,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.75,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,,5.0,1.791759469228055,,1.791759469228055,37,3,3,2,1,1.3333333333333333,0.75,1.25,12.333333333333334,2000,10,69.0,4.0,14.0,5.872117789475416,4.248495242049359,0.03954802259887006,0.011299435028248588,0.19491525423728814,88.5,57.0,4.060443010546419,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.25,0.5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,50.0,2.772588722239781,2.772588722239781,3.9318256327243257,27,4,6,1,1,0.6666666666666666,1.5,12.5,4.5,2020,6,15.0,9.0,4.0,5.0106352940962555,2.772588722239781,0.026845637583892617,0.06040268456375839,0.10067114093959731,37.25,51.0,3.9512437185814275,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,30.0,1.791759469228055,3.044522437723423,3.4339872044851463,17,2,1,1,1,2.0,0.5,15.0,17.0,2019,4,0.0,,,0.6931471805599453,0.0,,,0.0,0.5,5.0,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,10.0,,10.0,2.3978952727983707,,2.3978952727983707,21,5,1,1,0,7.0,0.14285714285714285,1.4285714285714286,21.0,2020,6,8.0,19.0,2.0,5.298317366548036,2.1972245773362196,0.010050251256281407,0.09547738693467336,0.04020100502512563,28.428571428571427,3.0,1.3862943611198906,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.1428571428571428,0.2857142857142857,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,20.0,15.0,35.0,3.044522437723423,2.772588722239781,3.58351893845611,21,7,4,1,0,1.75,0.5714285714285714,5.0,5.25,2020,6,13.0,7.0,2.0,4.795790545596741,2.6390573296152584,0.016666666666666666,0.058333333333333334,0.10833333333333334,17.142857142857142,47.0,3.871201010907891,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.4444444444444444,0.7777777777777778,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,10.0,120.0,130.0,2.3978952727983707,4.795790545596741,4.875197323201151,19,3,3,1,1,3.0,0.3333333333333333,14.444444444444445,6.333333333333333,2019,5,1.0,12.0,19.0,5.267858159063328,0.6931471805599453,0.09844559585492228,0.06217616580310881,0.0051813471502590676,21.444444444444443,4.0,1.6094379124341003,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.625,0.4375,2.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,3.0,25.0,35.0,60.0,3.258096538021482,3.58351893845611,4.110873864173311,51,5,6,2,1,2.6666666666666665,0.375,3.75,8.5,2026,2,29.0,37.0,62.0,6.519147287940395,3.4011973816621555,0.0915805022156573,0.05465288035450517,0.04283604135893648,42.3125,4.0,1.6094379124341003,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
